client_id;sexe;type_conduite;formule;type_vehicule;usage_vehicule;Tranche d'age;Revenus_tranche;Enfants;Enfants accompagne;Tarif devis;Tranche d'age vehicule
912;M;Highly Urban/ Urban;dev_express;Pickup;Commercial;[60 et +];[40k_60k];Oui;Non;[0_300];[0_5]
913;F;Highly Urban/ Urban;dev_premium;Pickup;Commercial;[0_25];[60k et +];Oui;Non;[300_600];[0_5]
914;F;z_Highly Rural/ Rural;dev_integral;z_SUV;Commercial;[40_60];[40k_60k];Non;Non;[300_600];[5_10]
915;F;Highly Urban/ Urban;dev_express;Sports Car;Private;[25_40];[60k et +];Non;Non;[0_300];[10 et +]
916;M;Highly Urban/ Urban;dev_express;z_SUV;Commercial;[60 et +];[0_20k];Oui;Non;[0_300];[5_10]
917;F;z_Highly Rural/ Rural;dev_integral;Pickup;Commercial;[60 et +];[0_20k];Non;Non;[0_300];[0_5]
918;F;Highly Urban/ Urban;dev_integral;Sports Car;Commercial;[40_60];[60k et +];Non;Non;[300_600];[5_10]
919;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[40_60];[60k et +];Oui;Non;[300_600];[5_10]
920;F;Highly Urban/ Urban;dev_integral;Sports Car;Private;[60 et +];[60k et +];Oui;Oui;[300_600];[10 et +]
921;M;Highly Urban/ Urban;dev_express;z_SUV;Commercial;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
922;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[60k et +];Oui;Oui;[0_300];[5_10]
923;F;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[0_20k];Oui;Oui;[0_300];Non renseigné
924;F;Highly Urban/ Urban;dev_premium;Panel Truck;Commercial;[60 et +];[60k et +];Oui;Non;[300_600];[5_10]
925;F;Highly Urban/ Urban;dev_express;Minivan;Private;[25_40];[20k_40k];Oui;Oui;[0_300];[5_10]
926;M;Highly Urban/ Urban;dev_premium;z_SUV;Private;[0_25];[60k et +];Oui;Non;[300_600];[0_5]
927;F;z_Highly Rural/ Rural;dev_express;z_SUV;Commercial;[40_60];[0_20k];Non;Non;[0_300];[5_10]
928;F;Highly Urban/ Urban;dev_integral;Sports Car;Private;[40_60];[20k_40k];Oui;Non;[300_600];[0_5]
929;M;Highly Urban/ Urban;dev_integral;z_SUV;Commercial;[0_25];[0_20k];Oui;Non;[300_600];[10 et +]
930;M;Highly Urban/ Urban;dev_express;Minivan;Commercial;[60 et +];[60k et +];Non;Non;[0_300];[5_10]
931;M;Highly Urban/ Urban;dev_premium;Van;Commercial;[40_60];[40k_60k];Non;Non;[300_600];[10 et +]
932;M;z_Highly Rural/ Rural;dev_express;Panel Truck;Commercial;[40_60];[20k_40k];Non;Non;[0_300];[0_5]
933;M;z_Highly Rural/ Rural;dev_integral;Pickup;Commercial;[0_25];[60k et +];Non;Non;[0_300];[10 et +]
934;F;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[40_60];[60k et +];Non;Non;[0_300];[5_10]
935;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Non;Non;[300_600];Non renseigné
936;M;Highly Urban/ Urban;dev_express;Minivan;Commercial;[40_60];[60k et +];Oui;Oui;[0_300];[0_5]
937;M;Highly Urban/ Urban;dev_premium;Minivan;Commercial;[60 et +];[40k_60k];Non;Non;[300_600];[10 et +]
938;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Non;Non;[0_300];Non renseigné
939;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[25_40];[20k_40k];Oui;Non;[0_300];Non renseigné
940;M;Highly Urban/ Urban;dev_premium;Van;Private;[60 et +];[20k_40k];Non;Non;[300_600];[10 et +]
941;M;Highly Urban/ Urban;dev_integral;z_SUV;Commercial;[40_60];[60k et +];Non;Non;[300_600];[0_5]
942;F;Highly Urban/ Urban;dev_premium;Panel Truck;Commercial;[0_25];[60k et +];Oui;Oui;[300_600];[0_5]
943;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[40_60];[20k_40k];Oui;Non;[0_300];[5_10]
944;F;Highly Urban/ Urban;dev_express;Pickup;Commercial;[60 et +];[60k et +];Non;Non;[0_300];Non renseigné
945;F;Highly Urban/ Urban;dev_express;Sports Car;Private;[60 et +];[40k_60k];Non;Non;[0_300];[5_10]
946;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[0_25];[60k et +];Non;Non;[300_600];[10 et +]
947;F;Highly Urban/ Urban;dev_express;Minivan;Private;[0_25];Non renseigné;Oui;Non;[0_300];[5_10]
948;M;Highly Urban/ Urban;dev_premium;Minivan;Private;[25_40];[60k et +];Non;Non;[300_600];[10 et +]
949;F;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
950;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[40_60];[60k et +];Non;Non;[0_300];[10 et +]
951;M;Highly Urban/ Urban;dev_premium;z_SUV;Private;[60 et +];[60k et +];Oui;Oui;[300_600];[10 et +]
952;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[20k_40k];Oui;Oui;[0_300];[10 et +]
953;M;z_Highly Rural/ Rural;dev_integral;Sports Car;Private;[25_40];[0_20k];Non;Non;[300_600];[5_10]
954;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
955;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[0_25];[0_20k];Oui;Non;[0_300];[5_10]
956;M;z_Highly Rural/ Rural;dev_vip;z_SUV;Private;[40_60];[0_20k];Oui;Oui;[300_600];[10 et +]
957;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];Non renseigné;Non;Non;[300_600];[10 et +]
958;M;Highly Urban/ Urban;dev_premium;Pickup;Commercial;[60 et +];[20k_40k];Oui;Oui;[300_600];[5_10]
959;F;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[40_60];[60k et +];Non;Non;[0_300];[10 et +]
960;M;z_Highly Rural/ Rural;dev_premium;Sports Car;Private;[0_25];[0_20k];Oui;Non;[300_600];[0_5]
961;M;Highly Urban/ Urban;dev_premium;Minivan;Commercial;[60 et +];[0_20k];Non;Non;[300_600];[5_10]
962;F;Highly Urban/ Urban;dev_premium;Pickup;Commercial;[60 et +];[40k_60k];Non;Non;[300_600];[0_5]
963;M;Highly Urban/ Urban;dev_premium;z_SUV;Private;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
964;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[40_60];[60k et +];Oui;Oui;[300_600];[10 et +]
965;F;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[60k et +];Non;Non;[0_300];Non renseigné
966;F;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[0_25];[60k et +];Non;Non;[0_300];[10 et +]
967;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
968;M;Highly Urban/ Urban;dev_integral;Sports Car;Private;[0_25];[60k et +];Non;Non;[300_600];Non renseigné
969;M;Highly Urban/ Urban;dev_integral;Sports Car;Private;[40_60];[20k_40k];Oui;Non;[0_300];[0_5]
970;F;Highly Urban/ Urban;dev_express;Minivan;Private;[40_60];[60k et +];Non;Non;[0_300];[10 et +]
971;M;z_Highly Rural/ Rural;dev_premium;Minivan;Private;[60 et +];[40k_60k];Non;Non;[300_600];[0_5]
972;F;Highly Urban/ Urban;dev_premium;z_SUV;Private;[40_60];[40k_60k];Non;Non;[300_600];[10 et +]
973;M;z_Highly Rural/ Rural;dev_express;z_SUV;Private;[40_60];[0_20k];Non;Non;[0_300];[10 et +]
974;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[40_60];[0_20k];Non;Non;[0_300];[0_5]
975;F;Highly Urban/ Urban;dev_integral;Van;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
976;M;Highly Urban/ Urban;dev_express;Pickup;Private;[0_25];[20k_40k];Oui;Non;[0_300];[0_5]
977;F;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
978;F;z_Highly Rural/ Rural;dev_integral;Minivan;Private;[40_60];[20k_40k];Non;Non;[300_600];[0_5]
979;F;Highly Urban/ Urban;dev_integral;Pickup;Private;[60 et +];[0_20k];Oui;Oui;[300_600];[0_5]
980;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[40_60];[20k_40k];Non;Non;[300_600];[5_10]
981;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
982;M;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
983;F;Highly Urban/ Urban;dev_express;Sports Car;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
984;F;Highly Urban/ Urban;dev_integral;Pickup;Private;[0_25];[60k et +];Oui;Non;[300_600];[10 et +]
985;M;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[60 et +];[60k et +];Oui;Non;[0_300];[10 et +]
986;F;Highly Urban/ Urban;dev_premium;Panel Truck;Commercial;[60 et +];[40k_60k];Non;Non;[300_600];[5_10]
987;M;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[0_25];[60k et +];Non;Non;[300_600];[0_5]
988;M;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[40_60];[60k et +];Non;Non;[0_300];[0_5]
989;M;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
990;F;z_Highly Rural/ Rural;dev_premium;Pickup;Commercial;[40_60];[0_20k];Oui;Non;[300_600];[0_5]
991;M;Highly Urban/ Urban;dev_integral;Sports Car;Commercial;[0_25];[20k_40k];Non;Non;[300_600];[5_10]
992;F;Highly Urban/ Urban;dev_integral;Pickup;Private;[0_25];[20k_40k];Non;Non;[0_300];[10 et +]
993;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];Non renseigné;Non;Non;[0_300];[0_5]
994;F;Highly Urban/ Urban;dev_integral;Sports Car;Commercial;[0_25];[40k_60k];Non;Non;[300_600];[0_5]
995;M;Highly Urban/ Urban;dev_express;Sports Car;Private;[60 et +];[20k_40k];Non;Non;[0_300];[0_5]
996;F;Highly Urban/ Urban;dev_integral;Sports Car;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
997;M;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[25_40];Non renseigné;Oui;Non;[300_600];[5_10]
998;M;Highly Urban/ Urban;dev_integral;Van;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[0_5]
999;M;Highly Urban/ Urban;dev_express;Pickup;Commercial;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
1000;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[0_25];[40k_60k];Non;Non;[0_300];[10 et +]
1001;F;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[60 et +];[0_20k];Non;Non;[300_600];[0_5]
1002;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[40k_60k];Non;Non;[0_300];[5_10]
1003;F;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[60 et +];Non renseigné;Non;Non;[300_600];[5_10]
1004;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[40_60];[40k_60k];Non;Non;[300_600];[10 et +]
1005;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[40_60];[0_20k];Non;Non;[300_600];Non renseigné
1006;F;Highly Urban/ Urban;dev_express;Minivan;Private;[0_25];[0_20k];Non;Non;[0_300];[0_5]
1007;M;z_Highly Rural/ Rural;dev_express;z_SUV;Private;[40_60];[0_20k];Non;Non;[0_300];[0_5]
1008;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[40_60];[0_20k];Oui;Non;[0_300];[0_5]
1009;M;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[60 et +];[40k_60k];Oui;Oui;[0_300];[10 et +]
1010;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[20k_40k];Oui;Non;[0_300];[10 et +]
1011;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
1012;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[25_40];[40k_60k];Oui;Non;[0_300];[0_5]
1013;F;Highly Urban/ Urban;dev_express;Pickup;Private;[60 et +];[20k_40k];Oui;Non;[0_300];[0_5]
1014;M;z_Highly Rural/ Rural;dev_express;Pickup;Commercial;[0_25];[20k_40k];Non;Non;[0_300];[0_5]
1015;M;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[60k et +];Oui;Non;[0_300];[0_5]
1016;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Oui;Oui;[0_300];[5_10]
1017;M;z_Highly Rural/ Rural;dev_express;Minivan;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
1018;M;Highly Urban/ Urban;dev_premium;Minivan;Private;[40_60];[60k et +];Oui;Oui;[300_600];[10 et +]
1019;M;Highly Urban/ Urban;dev_express;Minivan;Commercial;[40_60];[20k_40k];Non;Non;[0_300];[10 et +]
1020;F;Highly Urban/ Urban;dev_premium;Minivan;Private;[25_40];[40k_60k];Non;Non;[300_600];[10 et +]
1021;F;z_Highly Rural/ Rural;dev_premium;Sports Car;Private;[60 et +];[0_20k];Non;Non;[300_600];[5_10]
1022;F;Highly Urban/ Urban;dev_premium;Sports Car;Private;[40_60];[60k et +];Non;Non;[300_600];[10 et +]
1023;M;z_Highly Rural/ Rural;dev_express;Minivan;Private;[0_25];[20k_40k];Non;Non;[0_300];[0_5]
1024;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[60k et +];Oui;Non;[300_600];Non renseigné
1025;M;Highly Urban/ Urban;dev_premium;Sports Car;Private;[60 et +];[40k_60k];Oui;Non;[300_600];[10 et +]
1026;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
1027;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[40_60];[0_20k];Oui;Non;[0_300];[5_10]
1028;M;Highly Urban/ Urban;dev_integral;z_SUV;Commercial;[0_25];[0_20k];Non;Non;[300_600];[10 et +]
1029;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[25_40];[20k_40k];Oui;Oui;[0_300];[5_10]
1030;M;Highly Urban/ Urban;dev_express;Van;Private;[25_40];[60k et +];Non;Non;[0_300];[0_5]
1031;F;Highly Urban/ Urban;dev_vip;Pickup;Commercial;[60 et +];[40k_60k];Oui;Non;[600 et +];[10 et +]
1032;M;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[40_60];[0_20k];Non;Non;[0_300];[5_10]
1033;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Oui;Oui;[300_600];[10 et +]
1034;M;Highly Urban/ Urban;dev_express;Sports Car;Private;[60 et +];[60k et +];Oui;Non;[0_300];Non renseigné
1035;M;z_Highly Rural/ Rural;dev_premium;Pickup;Private;[40_60];Non renseigné;Oui;Non;[300_600];[0_5]
1036;M;Highly Urban/ Urban;dev_express;Van;Private;[40_60];Non renseigné;Non;Non;[0_300];[10 et +]
1037;F;z_Highly Rural/ Rural;dev_integral;Pickup;Private;[40_60];[0_20k];Non;Non;[300_600];[10 et +]
1038;F;Highly Urban/ Urban;dev_integral;Minivan;Commercial;[25_40];[20k_40k];Oui;Non;[300_600];Non renseigné
1039;M;z_Highly Rural/ Rural;dev_integral;Pickup;Commercial;[40_60];Non renseigné;Oui;Non;[0_300];[5_10]
1040;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[0_20k];Non;Non;[300_600];[0_5]
1041;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[25_40];[20k_40k];Oui;Non;[0_300];[0_5]
1042;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[60k et +];Oui;Non;[0_300];[10 et +]
1043;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[0_25];[0_20k];Non;Non;[0_300];[0_5]
1044;M;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[25_40];[60k et +];Non;Non;[300_600];[10 et +]
1045;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[0_20k];Non;Non;[0_300];[10 et +]
1046;M;Highly Urban/ Urban;dev_integral;Sports Car;Commercial;[40_60];[0_20k];Non;Non;[0_300];[10 et +]
1047;M;z_Highly Rural/ Rural;dev_express;Sports Car;Private;[25_40];[0_20k];Non;Non;[0_300];[0_5]
1048;F;z_Highly Rural/ Rural;dev_integral;Panel Truck;Commercial;[40_60];[0_20k];Non;Non;[0_300];[5_10]
1049;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[40_60];[40k_60k];Non;Non;[300_600];[5_10]
1050;F;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[25_40];[20k_40k];Non;Non;[300_600];[5_10]
1051;M;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[60k et +];Non;Non;[0_300];[5_10]
1052;M;Highly Urban/ Urban;dev_integral;z_SUV;Commercial;[60 et +];[40k_60k];Non;Non;[300_600];[5_10]
1053;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[25_40];[0_20k];Oui;Non;[300_600];[0_5]
1054;M;Highly Urban/ Urban;dev_integral;Minivan;Commercial;[25_40];Non renseigné;Non;Non;[300_600];[5_10]
1055;F;Highly Urban/ Urban;dev_premium;Minivan;Private;[60 et +];[20k_40k];Non;Non;[300_600];[10 et +]
1056;M;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[0_5]
1057;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
1058;F;z_Highly Rural/ Rural;dev_integral;Minivan;Commercial;[60 et +];[60k et +];Oui;Non;[300_600];[0_5]
1059;F;Highly Urban/ Urban;dev_premium;Minivan;Commercial;[60 et +];[60k et +];Oui;Non;[300_600];[5_10]
1060;F;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[0_25];[40k_60k];Non;Non;[300_600];[0_5]
1061;F;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
1062;M;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[40_60];[60k et +];Non;Non;[0_300];[10 et +]
1063;F;Highly Urban/ Urban;dev_express;Sports Car;Private;[60 et +];[40k_60k];Non;Non;[0_300];[10 et +]
1064;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[0_25];[60k et +];Non;Oui;[0_300];Non renseigné
1065;M;z_Highly Rural/ Rural;dev_express;z_SUV;Private;[40_60];[0_20k];Non;Non;[0_300];[0_5]
1066;F;Highly Urban/ Urban;dev_express;Van;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
1067;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[40_60];[20k_40k];Non;Non;[0_300];[10 et +]
1068;F;Highly Urban/ Urban;dev_integral;Sports Car;Private;[60 et +];[40k_60k];Oui;Non;[0_300];[0_5]
1069;F;Highly Urban/ Urban;dev_express;Van;Commercial;[60 et +];[20k_40k];Non;Non;[0_300];[0_5]
1070;F;Highly Urban/ Urban;dev_integral;Van;Private;[0_25];[60k et +];Non;Non;[300_600];[10 et +]
1071;F;z_Highly Rural/ Rural;dev_express;Pickup;Commercial;[40_60];[60k et +];Oui;Oui;[0_300];[0_5]
1072;F;Highly Urban/ Urban;dev_express;Van;Commercial;[40_60];[40k_60k];Oui;Oui;[0_300];[0_5]
1073;M;z_Highly Rural/ Rural;dev_integral;Van;Commercial;[40_60];[60k et +];Oui;Oui;[300_600];[10 et +]
1074;F;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[25_40];[60k et +];Non;Non;[300_600];[10 et +]
1075;F;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[60 et +];[40k_60k];Non;Non;[300_600];[10 et +]
1076;F;Highly Urban/ Urban;dev_express;Van;Private;[60 et +];[20k_40k];Oui;Oui;[0_300];Non renseigné
1077;F;Highly Urban/ Urban;dev_express;Pickup;Private;[40_60];[20k_40k];Oui;Oui;[0_300];[5_10]
1078;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[40_60];[40k_60k];Non;Non;[300_600];[5_10]
1079;F;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[40_60];[20k_40k];Non;Non;[0_300];[0_5]
1080;M;Highly Urban/ Urban;dev_express;Minivan;Private;[0_25];[60k et +];Non;Non;[0_300];[10 et +]
1081;F;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[25_40];[60k et +];Non;Non;[300_600];[0_5]
1082;M;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Oui;Non;[300_600];[10 et +]
1083;M;Highly Urban/ Urban;dev_express;Sports Car;Private;[40_60];[60k et +];Non;Non;[0_300];[10 et +]
1084;M;Highly Urban/ Urban;dev_express;z_SUV;Private;[0_25];[40k_60k];Non;Non;[0_300];[10 et +]
1085;F;Highly Urban/ Urban;dev_integral;Minivan;Commercial;[0_25];[60k et +];Oui;Non;[300_600];[0_5]
1086;F;Highly Urban/ Urban;dev_express;Sports Car;Private;[60 et +];[0_20k];Oui;Oui;[0_300];[0_5]
1087;F;Highly Urban/ Urban;dev_express;Minivan;Private;[40_60];[40k_60k];Oui;Oui;[0_300];[0_5]
1088;M;Highly Urban/ Urban;dev_express;Van;Commercial;[60 et +];Non renseigné;Non;Non;[0_300];[5_10]
1089;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[0_25];[40k_60k];Non;Non;[300_600];[10 et +]
1090;M;Highly Urban/ Urban;dev_express;Van;Commercial;[40_60];[60k et +];Oui;Non;[0_300];[0_5]
1091;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[60 et +];[20k_40k];Non;Non;[300_600];[0_5]
1092;F;Highly Urban/ Urban;dev_integral;Sports Car;Private;[60 et +];[20k_40k];Oui;Non;[0_300];[5_10]
1093;F;z_Highly Rural/ Rural;dev_integral;Pickup;Commercial;[40_60];[60k et +];Oui;Non;[300_600];[5_10]
1094;F;z_Highly Rural/ Rural;dev_integral;Panel Truck;Commercial;[40_60];[60k et +];Non;Non;[300_600];[10 et +]
1095;F;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[0_25];[0_20k];Oui;Oui;[300_600];[10 et +]
1096;F;Highly Urban/ Urban;dev_premium;Minivan;Private;[40_60];[60k et +];Oui;Oui;[300_600];[10 et +]
1097;F;Highly Urban/ Urban;dev_express;Minivan;Private;[40_60];[0_20k];Oui;Non;[0_300];[5_10]
1098;F;z_Highly Rural/ Rural;dev_integral;Panel Truck;Commercial;[60 et +];[60k et +];Non;Non;[0_300];Non renseigné
1099;M;Highly Urban/ Urban;dev_express;Minivan;Commercial;[0_25];[60k et +];Non;Non;[0_300];[10 et +]
1100;M;Highly Urban/ Urban;dev_express;z_SUV;Commercial;[60 et +];Non renseigné;Oui;Oui;[0_300];[5_10]
1101;M;Highly Urban/ Urban;dev_vip;Van;Private;[40_60];[60k et +];Oui;Non;[600 et +];[10 et +]
1102;F;z_Highly Rural/ Rural;dev_integral;Minivan;Private;[60 et +];[20k_40k];Non;Non;[300_600];[5_10]
1103;M;Highly Urban/ Urban;dev_express;Minivan;Private;[40_60];[60k et +];Non;Non;[0_300];[5_10]
1104;F;Highly Urban/ Urban;dev_integral;z_SUV;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[5_10]
1105;M;z_Highly Rural/ Rural;dev_express;Minivan;Private;[0_25];[60k et +];Non;Non;[0_300];[0_5]
1106;M;Highly Urban/ Urban;dev_express;Panel Truck;Commercial;[0_25];[60k et +];Oui;Oui;[0_300];[10 et +]
1107;M;Highly Urban/ Urban;dev_premium;Panel Truck;Commercial;[0_25];[60k et +];Non;Non;[300_600];[10 et +]
1108;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[0_25];[40k_60k];Oui;Non;[0_300];[10 et +]
1109;F;Highly Urban/ Urban;dev_integral;Van;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[5_10]
1110;M;Highly Urban/ Urban;dev_premium;z_SUV;Private;[40_60];[60k et +];Oui;Non;[300_600];[10 et +]
1111;M;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[60 et +];[0_20k];Non;Non;[300_600];[0_5]
1112;M;Highly Urban/ Urban;dev_express;Sports Car;Private;[25_40];[40k_60k];Non;Non;[0_300];[10 et +]
1113;M;Highly Urban/ Urban;dev_integral;Sports Car;Private;[60 et +];[0_20k];Non;Non;[300_600];[0_5]
1114;M;Highly Urban/ Urban;dev_express;Van;Private;[60 et +];[20k_40k];Non;Non;[0_300];[0_5]
1115;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[40k_60k];Non;Non;[300_600];[10 et +]
1116;F;Highly Urban/ Urban;dev_integral;Pickup;Private;[40_60];[40k_60k];Non;Non;[300_600];[10 et +]
1117;M;Highly Urban/ Urban;dev_express;Pickup;Private;[0_25];[20k_40k];Oui;Non;[0_300];[5_10]
1118;F;Highly Urban/ Urban;dev_integral;Pickup;Commercial;[40_60];[40k_60k];Non;Non;[300_600];[0_5]
1119;M;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[40k_60k];Non;Non;[0_300];[5_10]
1120;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[25_40];[60k et +];Non;Non;[300_600];[10 et +]
1121;M;Highly Urban/ Urban;dev_integral;Sports Car;Private;[0_25];[60k et +];Non;Non;[300_600];[5_10]
1122;F;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
1123;F;Highly Urban/ Urban;dev_premium;Panel Truck;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
1124;M;Highly Urban/ Urban;dev_integral;Minivan;Commercial;[0_25];[20k_40k];Oui;Oui;[300_600];[0_5]
1125;F;z_Highly Rural/ Rural;dev_express;Pickup;Commercial;[0_25];[60k et +];Oui;Non;[0_300];[10 et +]
1126;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[0_25];[60k et +];Non;Non;[300_600];[10 et +]
1127;M;z_Highly Rural/ Rural;dev_express;Minivan;Commercial;[0_25];[0_20k];Non;Non;[0_300];[10 et +]
1128;F;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[0_25];[60k et +];Non;Non;[300_600];[5_10]
1129;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[0_25];[60k et +];Non;Non;[300_600];[5_10]
1130;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[0_25];[60k et +];Non;Non;[300_600];[0_5]
1131;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
1132;F;Highly Urban/ Urban;dev_express;Minivan;Private;[25_40];[20k_40k];Non;Non;[0_300];[0_5]
1133;F;Highly Urban/ Urban;dev_express;Minivan;Private;[40_60];[60k et +];Oui;Non;[0_300];[5_10]
1134;F;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[60 et +];[20k_40k];Non;Non;[300_600];[10 et +]
1135;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[25_40];[40k_60k];Oui;Non;[0_300];[5_10]
1136;F;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[20k_40k];Oui;Non;[300_600];[10 et +]
1137;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[60 et +];[20k_40k];Non;Non;[0_300];Non renseigné
